x,Baseline,Axis,AttackType,AttackActive,AbsResidual,Threshold_static_global,PointExceed_static_global,WindowCount_static_global,WindowDetection_static_global,Threshold_scenario_specific,PointExceed_scenario_specific,WindowCount_scenario_specific,WindowDetection_scenario_specific,Threshold_yaw_static_global,PointExceed_yaw_static_global,WindowCount_yaw_static_global,WindowDetection_yaw_static_global
9.899372,baseline_01_hover,Yaw,ramp,1,0.0263884165303238,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
9.999332,baseline_01_hover,Yaw,ramp,1,0.0274770619985247,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
10.099292,baseline_01_hover,Yaw,ramp,1,0.0327405121541914,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
10.200085,baseline_01_hover,Yaw,ramp,1,0.0411076000052617,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
10.300045,baseline_01_hover,Yaw,ramp,1,0.0446819022117779,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
10.400005,baseline_01_hover,Yaw,ramp,1,0.0451113679924333,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
10.499965,baseline_01_hover,Yaw,ramp,1,0.0442636731286825,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
10.599925,baseline_01_hover,Yaw,ramp,1,0.0434159782648748,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
10.699885,baseline_01_hover,Yaw,ramp,1,0.0430764010768029,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
10.799845,baseline_01_hover,Yaw,ramp,1,0.0433685377560095,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
10.899805,baseline_01_hover,Yaw,ramp,1,0.043619475704645,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
10.999765,baseline_01_hover,Yaw,ramp,1,0.0442412022275675,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
11.099725,baseline_01_hover,Yaw,ramp,1,0.044739332559061,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
11.199685,baseline_01_hover,Yaw,ramp,1,0.0453610590820403,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
11.299645,baseline_01_hover,Yaw,ramp,1,0.0460514501556872,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
11.399605,baseline_01_hover,Yaw,ramp,1,0.046714375409067,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
11.499565,baseline_01_hover,Yaw,ramp,1,0.0474871639436855,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
11.599525,baseline_01_hover,Yaw,ramp,1,0.0481638221072557,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
11.699485,baseline_01_hover,Yaw,ramp,1,0.0491700701145418,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
11.799445,baseline_01_hover,Yaw,ramp,1,0.0499565915592938,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
11.899405,baseline_01_hover,Yaw,ramp,1,0.0507293800939123,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
11.999365,baseline_01_hover,Yaw,ramp,1,0.0517081622808746,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
12.099325,baseline_01_hover,Yaw,ramp,1,0.0525221495460073,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
12.199285,baseline_01_hover,Yaw,ramp,1,0.0534871988227791,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
12.300078,baseline_01_hover,Yaw,ramp,1,0.0543973164589601,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
12.400038,baseline_01_hover,Yaw,ramp,1,0.0554447631968173,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
12.499998,baseline_01_hover,Yaw,ramp,1,0.0564647441141232,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
12.599958,baseline_01_hover,Yaw,ramp,1,0.0574847250315997,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
12.699918,baseline_01_hover,Yaw,ramp,1,0.0583948426677807,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
12.799878,baseline_01_hover,Yaw,ramp,1,0.0594697552259049,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
12.899838,baseline_01_hover,Yaw,ramp,1,0.0605034690535148,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
12.999798,baseline_01_hover,Yaw,ramp,1,0.0615371828811248,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
13.099758,baseline_01_hover,Yaw,ramp,1,0.0625708967086779,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
13.199718,baseline_01_hover,Yaw,ramp,1,0.0635359459855635,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
13.299678,baseline_01_hover,Yaw,ramp,1,0.0646657901842218,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
13.399638,baseline_01_hover,Yaw,ramp,1,0.0657681685625561,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
13.499598,baseline_01_hover,Yaw,ramp,1,0.066705752019061,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
13.599558,baseline_01_hover,Yaw,ramp,1,0.0677806645771283,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
13.699518,baseline_01_hover,Yaw,ramp,1,0.0688281113149287,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
13.799478,baseline_01_hover,Yaw,ramp,1,0.069779427681567,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
13.899438,baseline_01_hover,Yaw,ramp,1,0.0708955389701486,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
13.999398,baseline_01_hover,Yaw,ramp,1,0.0720391160789404,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
14.099358,baseline_01_hover,Yaw,ramp,1,0.0731140286369509,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
14.199318,baseline_01_hover,Yaw,ramp,1,0.0742576057459132,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
14.300111,baseline_01_hover,Yaw,ramp,1,0.0751539904719607,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
14.400071,baseline_01_hover,Yaw,ramp,1,0.0763387663112098,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
14.500031,baseline_01_hover,Yaw,ramp,1,0.0774823434200016,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
14.599991,baseline_01_hover,Yaw,ramp,1,0.0785572559781258,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
14.699951,baseline_01_hover,Yaw,ramp,1,0.0795497710752783,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
14.799911,baseline_01_hover,Yaw,ramp,1,0.0805972178130787,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
14.899871,baseline_01_hover,Yaw,ramp,1,0.0817545278319471,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
14.999831,baseline_01_hover,Yaw,ramp,0,0.0002059936523437,0.013596,0,9.0,1,0.013596,0,9.0,1,0.013596,0,9.0,1
15.099791,baseline_01_hover,Yaw,ramp,0,8.239746091476263e-05,0.013596,0,8.0,1,0.013596,0,8.0,1,0.013596,0,8.0,1
15.199751,baseline_01_hover,Yaw,ramp,0,0.0001510620117528,0.013596,0,7.0,1,0.013596,0,7.0,1,0.013596,0,7.0,1
15.299711,baseline_01_hover,Yaw,ramp,0,5.493164064773737e-05,0.013596,0,6.0,1,0.013596,0,6.0,1,0.013596,0,6.0,1
15.399671,baseline_01_hover,Yaw,ramp,0,1.3732910133512632e-05,0.013596,0,5.0,1,0.013596,0,5.0,1,0.013596,0,5.0,1
15.499631,baseline_01_hover,Yaw,ramp,0,0.0001373291015625,0.013596,0,4.0,1,0.013596,0,4.0,1,0.013596,0,4.0,1
15.599591,baseline_01_hover,Yaw,ramp,0,6.866455078125e-05,0.013596,0,3.0,1,0.013596,0,3.0,1,0.013596,0,3.0,1
15.699551,baseline_01_hover,Yaw,ramp,0,0.0,0.013596,0,2.0,0,0.013596,0,2.0,0,0.013596,0,2.0,0
15.799511,baseline_01_hover,Yaw,ramp,0,5.493164064773737e-05,0.013596,0,1.0,0,0.013596,0,1.0,0,0.013596,0,1.0,0
15.899471,baseline_01_hover,Yaw,ramp,0,5.493164059089395e-05,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
15.999431,baseline_01_hover,Yaw,ramp,0,1.3732910133512632e-05,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
16.099391,baseline_01_hover,Yaw,ramp,0,6.866455078125e-05,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
16.199351,baseline_01_hover,Yaw,ramp,0,4.1198730514224735e-05,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
16.299311,baseline_01_hover,Yaw,ramp,0,0.0001098632813523,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
16.400104,baseline_01_hover,Yaw,ramp,0,2.7465820323868684e-05,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
16.500064,baseline_01_hover,Yaw,ramp,0,0.0001235961914289,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
16.600024,baseline_01_hover,Yaw,ramp,0,0.0001510620117528,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
16.699984,baseline_01_hover,Yaw,ramp,0,0.0001647949218863,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
16.799944,baseline_01_hover,Yaw,ramp,0,8.239746097160605e-05,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
16.899904,baseline_01_hover,Yaw,ramp,0,0.0001235961914289,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
16.999864,baseline_01_hover,Yaw,ramp,0,0.0001785278320767,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
17.099824,baseline_01_hover,Yaw,ramp,0,0.0001647949218863,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
17.199784,baseline_01_hover,Yaw,ramp,0,0.0001922607422102,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
17.299744,baseline_01_hover,Yaw,ramp,0,0.0001373291015625,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
17.399704,baseline_01_hover,Yaw,ramp,0,0.000164794922,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
17.499664,baseline_01_hover,Yaw,ramp,0,0.0001373291015625,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
