t_sec,TimeUS,DesRoll,DesPitch,DesYaw,PN,PE,PD,Roll,Pitch,Yaw,VN,VE,VD,GX,GY,GZ
10.400005,65045638,0.3219770193099975,0.2974606156349182,352.6891174316406,0.0136086884886026,-0.0208448469638824,-3.573669910430908,0.28,0.26,352.66,-0.0211667995899915,0.0277033783495426,-2.50085973739624,0.03,0.03,-0.05
10.499965,65145598,0.2990737557411194,0.2799966335296631,352.6889953613281,0.0131403468549251,-0.0202745273709297,-3.8286521434783936,0.26,0.25,352.67,-0.0227633621543645,0.0299009922891855,-2.520113229751587,0.03,0.03,-0.05
10.599925,65245558,0.2763000130653381,0.2598578631877899,352.6889038085937,0.0125499358400702,-0.0195593889802694,-4.085079669952393,0.24,0.23,352.68,-0.0240513272583484,0.0316107682883739,-2.5286619663238525,0.03,0.03,-0.05
10.699885,65345518,0.2569695115089416,0.2409655898809433,352.6888122558594,0.0118040572851896,-0.018650097772479,-4.341920375823975,0.22,0.2,352.69,-0.0250073913484811,0.032829500734806,-2.529260635375977,0.03,0.03,-0.05
10.799845,65445478,0.2390944212675094,0.2223880887031555,352.688720703125,0.0110327200964093,-0.017698036506772,-4.597818374633789,0.2,0.19,352.69,-0.0255527012050151,0.0335117578506469,-2.5240964889526367,0.03,0.03,-0.05
10.899805,65545438,0.2255212217569351,0.2075107246637344,352.68865966796875,0.010198613628745,-0.016654260456562,-4.852566242218018,0.19,0.18,352.7,-0.0258529875427484,0.0338425450026989,-2.515947103500366,0.03,0.03,-0.05
10.999765,65645398,0.2133773118257522,0.1940482407808303,352.6886291503906,0.0094215665012598,-0.0156648978590965,-5.106105804443359,0.19,0.16,352.7,-0.0257485918700695,0.0338614769279956,-2.5059916973114014,0.03,0.03,-0.05
11.099725,65745358,0.2040652930736541,0.1852879375219345,352.6885986328125,0.0086686518043279,-0.0146458623930811,-5.3583598136901855,0.19,0.15,352.7,-0.0253146011382341,0.0339037552475929,-2.495833396911621,0.03,0.03,-0.05
11.199685,65845318,0.1936355084180832,0.1795870661735534,352.6885681152344,0.0080298827961087,-0.0137108257040381,-5.609429359436035,0.19,0.14,352.7,-0.0246489644050598,0.033747274428606,-2.486366033554077,0.03,0.03,-0.05
11.299645,65945278,0.1849547773599624,0.1778724789619445,352.6885681152344,0.0074513754807412,-0.0127781424671411,-5.859475612640381,0.18,0.15,352.71,-0.0239412672817707,0.0335280261933803,-2.4783174991607666,0.03,0.03,-0.05
11.399605,66045238,0.1762643158435821,0.1778560727834701,352.68853759765625,0.007010287605226,-0.0119833936914801,-6.108672142028809,0.17,0.16,352.7,-0.0232997350394725,0.0329350754618644,-2.471961975097656,0.03,0.03,-0.05
11.499565,66145198,0.1712168455123901,0.1792170107364654,352.68853759765625,0.0066457781940698,-0.01128660608083,-6.355055332183838,0.16,0.16,352.7,-0.0227866023778915,0.0320726819336414,-2.466549634933472,0.03,0.03,-0.05
11.599525,66245158,0.1697455644607544,0.1804383248090744,352.68853759765625,0.0063683628104627,-0.0107510183006525,-6.602907657623291,0.15,0.16,352.7,-0.0221876986324787,0.030972596257925,-2.4635252952575684,0.03,0.03,-0.05
11.699485,66345118,0.176135629415512,0.1862396746873855,352.68853759765625,0.0061381473205983,-0.0103209177032113,-6.850448131561279,0.15,0.15,352.7,-0.0215789470821619,0.0297950487583875,-2.461488962173462,0.03,0.03,-0.05
11.799445,66445078,0.1836284399032592,0.192255213856697,352.6885681152344,0.0060061085969209,-0.0100707272067666,-7.097691059112549,0.15,0.16,352.7,-0.0207648798823356,0.0286210253834724,-2.4601707458496094,0.03,0.03,-0.05
11.899405,66545038,0.1941784471273422,0.2016485780477523,352.6885986328125,0.0058821905404329,-0.0098648061975836,-7.346840858459473,0.16,0.17,352.7,-0.0202385298907756,0.0276151560246944,-2.4608254432678223,0.03,0.03,-0.05
11.999365,66644998,0.2037675678730011,0.2093731611967086,352.6886291503906,0.0058372197672724,-0.0098064076155424,-7.593904495239258,0.17,0.19,352.69,-0.0199106447398662,0.0267749205231666,-2.461601495742798,0.03,0.03,-0.05
12.099325,66744958,0.2134038358926773,0.2157530635595321,352.68865966796875,0.0057686581276357,-0.0097575038671493,-7.841008186340332,0.18,0.2,352.69,-0.0198449604213237,0.0262361504137516,-2.46291446685791,0.03,0.03,-0.05
12.199285,66844918,0.2206092327833175,0.2186973094940185,352.6886901855469,0.0056824972853064,-0.009784260764718,-8.088237762451172,0.19,0.21,352.69,-0.0199358109384775,0.025771077722311,-2.4643144607543945,0.03,0.03,-0.05
