baseline,axis,attack_type,attack_magnitude,detector,window_rule,W,N,rolling_mean_multiplier,threshold_type,threshold,TP,FP,TN,FN,precision,recall,f1,false_positive_rate,detection_delay_samples,n_eval_samples,alignment_offset,alignment_median_abs_error,alignment_mean_abs_error,alignment_error_over_threshold,clean_file,prediction_file,prediction_column,detection_csv,figure
baseline_02_high_altitude_hover,Yaw,bias,0.043092,point,W10_N3_mean1.5x,10,3,1.5,p99_abs,0.010773,85,0,197,0,1.0,1.0,1.0,0.0,0,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_bias_W10_N3_mean1.5x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_bias_W10_N3_mean1.5x.png
baseline_02_high_altitude_hover,Yaw,bias,0.043092,window_count,W10_N3_mean1.5x,10,3,1.5,p99_abs,0.010773,83,7,190,2,0.9222222222222223,0.9764705882352941,0.9485714285714287,0.03553299492385787,2,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_bias_W10_N3_mean1.5x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_bias_W10_N3_mean1.5x.png
baseline_02_high_altitude_hover,Yaw,bias,0.043092,window_mean,W10_N3_mean1.5x,10,3,1.5,p99_abs,0.010773,82,6,191,3,0.9318181818181818,0.9647058823529412,0.9479768786127167,0.030456852791878174,3,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_bias_W10_N3_mean1.5x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_bias_W10_N3_mean1.5x.png
baseline_02_high_altitude_hover,Yaw,bias,0.043092,window_combined,W10_N3_mean1.5x,10,3,1.5,p99_abs,0.010773,83,7,190,2,0.9222222222222223,0.9764705882352941,0.9485714285714287,0.03553299492385787,2,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_bias_W10_N3_mean1.5x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_bias_W10_N3_mean1.5x.png
baseline_02_high_altitude_hover,Yaw,bias,0.043092,point,W20_N5_mean1x,20,5,1.0,p99_abs,0.010773,85,0,197,0,1.0,1.0,1.0,0.0,0,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_bias_W20_N5_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_bias_W20_N5_mean1x.png
baseline_02_high_altitude_hover,Yaw,bias,0.043092,window_count,W20_N5_mean1x,20,5,1.0,p99_abs,0.010773,81,15,182,4,0.84375,0.9529411764705882,0.8950276243093922,0.07614213197969544,4,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_bias_W20_N5_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_bias_W20_N5_mean1x.png
baseline_02_high_altitude_hover,Yaw,bias,0.043092,window_mean,W20_N5_mean1x,20,5,1.0,p99_abs,0.010773,81,15,182,4,0.84375,0.9529411764705882,0.8950276243093922,0.07614213197969544,4,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_bias_W20_N5_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_bias_W20_N5_mean1x.png
baseline_02_high_altitude_hover,Yaw,bias,0.043092,window_combined,W20_N5_mean1x,20,5,1.0,p99_abs,0.010773,81,15,182,4,0.84375,0.9529411764705882,0.8950276243093922,0.07614213197969544,4,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_bias_W20_N5_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_bias_W20_N5_mean1x.png
baseline_02_high_altitude_hover,Yaw,bias,0.043092,point,W20_N5_mean1.25x,20,5,1.25,p99_abs,0.010773,85,0,197,0,1.0,1.0,1.0,0.0,0,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_bias_W20_N5_mean1.25x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_bias_W20_N5_mean1.25x.png
baseline_02_high_altitude_hover,Yaw,bias,0.043092,window_count,W20_N5_mean1.25x,20,5,1.25,p99_abs,0.010773,81,15,182,4,0.84375,0.9529411764705882,0.8950276243093922,0.07614213197969544,4,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_bias_W20_N5_mean1.25x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_bias_W20_N5_mean1.25x.png
baseline_02_high_altitude_hover,Yaw,bias,0.043092,window_mean,W20_N5_mean1.25x,20,5,1.25,p99_abs,0.010773,79,13,184,6,0.8586956521739131,0.9294117647058824,0.8926553672316385,0.06598984771573604,6,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_bias_W20_N5_mean1.25x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_bias_W20_N5_mean1.25x.png
baseline_02_high_altitude_hover,Yaw,bias,0.043092,window_combined,W20_N5_mean1.25x,20,5,1.25,p99_abs,0.010773,81,15,182,4,0.84375,0.9529411764705882,0.8950276243093922,0.07614213197969544,4,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_bias_W20_N5_mean1.25x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_bias_W20_N5_mean1.25x.png
baseline_02_high_altitude_hover,Yaw,bias,0.043092,point,W20_N5_mean1.5x,20,5,1.5,p99_abs,0.010773,85,0,197,0,1.0,1.0,1.0,0.0,0,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_bias_W20_N5_mean1.5x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_bias_W20_N5_mean1.5x.png
baseline_02_high_altitude_hover,Yaw,bias,0.043092,window_count,W20_N5_mean1.5x,20,5,1.5,p99_abs,0.010773,81,15,182,4,0.84375,0.9529411764705882,0.8950276243093922,0.07614213197969544,4,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_bias_W20_N5_mean1.5x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_bias_W20_N5_mean1.5x.png
baseline_02_high_altitude_hover,Yaw,bias,0.043092,window_mean,W20_N5_mean1.5x,20,5,1.5,p99_abs,0.010773,78,12,185,7,0.8666666666666667,0.9176470588235294,0.8914285714285715,0.06091370558375635,7,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_bias_W20_N5_mean1.5x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_bias_W20_N5_mean1.5x.png
baseline_02_high_altitude_hover,Yaw,bias,0.043092,window_combined,W20_N5_mean1.5x,20,5,1.5,p99_abs,0.010773,81,15,182,4,0.84375,0.9529411764705882,0.8950276243093922,0.07614213197969544,4,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_bias_W20_N5_mean1.5x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_bias_W20_N5_mean1.5x.png
baseline_02_high_altitude_hover,Yaw,bias,0.043092,point,W30_N8_mean1x,30,8,1.0,p99_abs,0.010773,85,0,197,0,1.0,1.0,1.0,0.0,0,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_bias_W30_N8_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_bias_W30_N8_mean1x.png
baseline_02_high_altitude_hover,Yaw,bias,0.043092,window_count,W30_N8_mean1x,30,8,1.0,p99_abs,0.010773,78,22,175,7,0.78,0.9176470588235294,0.8432432432432432,0.1116751269035533,7,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_bias_W30_N8_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_bias_W30_N8_mean1x.png
baseline_02_high_altitude_hover,Yaw,bias,0.043092,window_mean,W30_N8_mean1x,30,8,1.0,p99_abs,0.010773,78,22,175,7,0.78,0.9176470588235294,0.8432432432432432,0.1116751269035533,7,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_bias_W30_N8_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_bias_W30_N8_mean1x.png
baseline_02_high_altitude_hover,Yaw,bias,0.043092,window_combined,W30_N8_mean1x,30,8,1.0,p99_abs,0.010773,78,22,175,7,0.78,0.9176470588235294,0.8432432432432432,0.1116751269035533,7,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_bias_W30_N8_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_bias_W30_N8_mean1x.png
baseline_02_high_altitude_hover,Yaw,bias,0.043092,point,W30_N8_mean1.25x,30,8,1.25,p99_abs,0.010773,85,0,197,0,1.0,1.0,1.0,0.0,0,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_bias_W30_N8_mean1.25x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_bias_W30_N8_mean1.25x.png
baseline_02_high_altitude_hover,Yaw,bias,0.043092,window_count,W30_N8_mean1.25x,30,8,1.25,p99_abs,0.010773,78,22,175,7,0.78,0.9176470588235294,0.8432432432432432,0.1116751269035533,7,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_bias_W30_N8_mean1.25x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_bias_W30_N8_mean1.25x.png
baseline_02_high_altitude_hover,Yaw,bias,0.043092,window_mean,W30_N8_mean1.25x,30,8,1.25,p99_abs,0.010773,76,20,177,9,0.7916666666666666,0.8941176470588236,0.839779005524862,0.10152284263959391,9,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_bias_W30_N8_mean1.25x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_bias_W30_N8_mean1.25x.png
baseline_02_high_altitude_hover,Yaw,bias,0.043092,window_combined,W30_N8_mean1.25x,30,8,1.25,p99_abs,0.010773,78,22,175,7,0.78,0.9176470588235294,0.8432432432432432,0.1116751269035533,7,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_bias_W30_N8_mean1.25x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_bias_W30_N8_mean1.25x.png
baseline_02_high_altitude_hover,Yaw,bias,0.043092,point,W30_N8_mean1.5x,30,8,1.5,p99_abs,0.010773,85,0,197,0,1.0,1.0,1.0,0.0,0,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_bias_W30_N8_mean1.5x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_bias_W30_N8_mean1.5x.png
baseline_02_high_altitude_hover,Yaw,bias,0.043092,window_count,W30_N8_mean1.5x,30,8,1.5,p99_abs,0.010773,78,22,175,7,0.78,0.9176470588235294,0.8432432432432432,0.1116751269035533,7,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_bias_W30_N8_mean1.5x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_bias_W30_N8_mean1.5x.png
baseline_02_high_altitude_hover,Yaw,bias,0.043092,window_mean,W30_N8_mean1.5x,30,8,1.5,p99_abs,0.010773,74,19,178,11,0.7956989247311828,0.8705882352941177,0.8314606741573034,0.09644670050761421,11,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_bias_W30_N8_mean1.5x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_bias_W30_N8_mean1.5x.png
baseline_02_high_altitude_hover,Yaw,bias,0.043092,window_combined,W30_N8_mean1.5x,30,8,1.5,p99_abs,0.010773,78,22,175,7,0.78,0.9176470588235294,0.8432432432432432,0.1116751269035533,7,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_bias_W30_N8_mean1.5x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_bias_W30_N8_mean1.5x.png
baseline_02_high_altitude_hover,Yaw,ramp,0.064638,point,W10_N3_mean1x,10,3,1.0,p99_abs,0.010773,70,0,197,15,1.0,0.8235294117647058,0.9032258064516129,0.0,15,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_ramp_W10_N3_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_ramp_W10_N3_mean1x.png
baseline_02_high_altitude_hover,Yaw,ramp,0.064638,window_count,W10_N3_mean1x,10,3,1.0,p99_abs,0.010773,68,7,190,17,0.9066666666666666,0.8,0.8500000000000001,0.03553299492385787,17,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_ramp_W10_N3_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_ramp_W10_N3_mean1x.png
baseline_02_high_altitude_hover,Yaw,ramp,0.064638,window_mean,W10_N3_mean1x,10,3,1.0,p99_abs,0.010773,66,8,189,19,0.8918918918918919,0.7764705882352941,0.830188679245283,0.04060913705583756,19,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_ramp_W10_N3_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_ramp_W10_N3_mean1x.png
baseline_02_high_altitude_hover,Yaw,ramp,0.064638,window_combined,W10_N3_mean1x,10,3,1.0,p99_abs,0.010773,68,8,189,17,0.8947368421052632,0.8,0.84472049689441,0.04060913705583756,17,282,1127,0.000308990478515625,0.000752095973242144,0.02868193432800752,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Yaw_ramp_W10_N3_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_02_high_altitude_hover_Yaw_ramp_W10_N3_mean1x.png
