x,AttackActive,CleanFuture_Roll,AttackedFuture_Roll,V9PredictedFuture_Roll,Residual_Roll,AbsResidual_Roll,Threshold,PointDetectionFlag,WindowCount,RollingMeanAbsResidual,WindowCountFlag,WindowMeanFlag,WindowCombinedFlag,Baseline,AttackAxis,AttackType,WindowRule,PredictionFile,PredictionColumn
3.600226,0,0.1074216663837432,0.1074216663837432,0.0799976230830802,0.027424043300663004,0.027424043300663004,0.006821,1,25.0,0.013733053833406913,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
3.700186,0,0.1090103834867477,0.1090103834867477,0.0860875652454756,0.022922818241272097,0.022922818241272097,0.006821,1,25.0,0.013800545407802544,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
3.800146,0,0.1106539443135261,0.1106539443135261,0.0850964909494093,0.0255574533641168,0.0255574533641168,0.006821,1,25.0,0.014151896726646768,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
3.900106,0,0.1121732592582702,0.1121732592582702,0.0855860676653669,0.026587191592903292,0.026587191592903292,0.006821,1,25.0,0.014715631598221118,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
4.000066,0,0.1139330714941024,0.1139330714941024,0.0858774255447426,0.02805564594935979,0.02805564594935979,0.006821,1,26.0,0.01553620246287066,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
4.100026,0,0.1157766059041023,0.1157766059041023,0.0810930819405494,0.0346835239635529,0.0346835239635529,0.006821,1,26.0,0.016177542873682133,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
4.199986,0,0.1173168197274208,0.1173168197274208,0.0817157301401701,0.03560108958725071,0.03560108958725071,0.006821,1,26.0,0.016974697696913905,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
4.300779,0,0.1190892606973648,0.1190892606973648,0.0771555211433893,0.04193373955397549,0.04193373955397549,0.006821,1,26.0,0.01793690780004429,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
4.400739,0,0.120860606431961,0.120860606431961,0.0786441530841723,0.0422164533477887,0.0422164533477887,0.006821,1,26.0,0.018990030839864096,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
4.500699,0,0.1222290396690368,0.1222290396690368,0.0895725274096155,0.0326565122594213,0.0326565122594213,0.006821,1,26.0,0.019678337651127604,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
4.600659,0,0.1238684356212616,0.1238684356212616,0.0893852493281796,0.034483186293082,0.034483186293082,0.006821,1,26.0,0.02017474319443706,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
4.700619,0,0.1258186846971511,0.1258186846971511,0.0935467306744886,0.0322719540226625,0.0322719540226625,0.006821,1,26.0,0.020765123568594012,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
4.800579,0,0.1272820979356765,0.1272820979356765,0.0980751636996643,0.029206934236012186,0.029206934236012186,0.006821,1,26.0,0.02147465105614651,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
4.900539,0,0.1288729608058929,0.1288729608058929,0.0896436849885067,0.039229275817386194,0.039229275817386194,0.006821,1,26.0,0.022378352145458805,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
5.000499,0,0.1304917931556701,0.1304917931556701,0.0913566618134378,0.039135131342232315,0.039135131342232315,0.006821,1,26.0,0.02341972883836093,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
5.100459,0,0.1321339905261993,0.1321339905261993,0.0948431724855629,0.037290818040636414,0.037290818040636414,0.006821,1,26.0,0.024422161391286716,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
5.200419,0,0.1337743997573852,0.1337743997573852,0.0891145345722886,0.0446598651850966,0.0446598651850966,0.006821,1,26.0,0.025617371187233236,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
5.300379,0,0.1354023069143295,0.1354023069143295,0.0954610309004185,0.039941276013910995,0.039941276013910995,0.006821,1,27.0,0.026767656803081286,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
5.400339,0,0.1371397376060485,0.1371397376060485,0.0933264731525124,0.0438132644535361,0.0438132644535361,0.006821,1,28.0,0.02819455004402489,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
5.500299,0,0.1389749944210052,0.1389749944210052,0.0833698996493113,0.0556050947716939,0.0556050947716939,0.006821,1,29.0,0.029926039104067163,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
5.600259,0,0.1404321193695068,0.1404321193695068,0.082488139985055,0.05794397938445181,0.05794397938445181,0.006821,1,30.0,0.03164229039366995,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
5.700219,0,0.1419805139303207,0.1419805139303207,0.0828742803779609,0.05910623355235982,0.05910623355235982,0.006821,1,30.0,0.03322264677049795,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
5.800179,0,0.1435689479112625,0.1435689479112625,0.0806074526757201,0.06296149523554241,0.06296149523554241,0.006821,1,30.0,0.03497229211988161,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
5.900139,0,0.1450792551040649,0.1450792551040649,0.0828145131523237,0.06226474195174121,0.06226474195174121,0.006821,1,30.0,0.0364545440492857,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
6.000099,0,0.1467869728803634,0.1467869728803634,0.0841015194321951,0.06268545344816831,0.06268545344816831,0.006821,1,30.0,0.0379169817093521,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
